DATE,TUNINDEX,INDSF,INDBQ,INDAS,INSFI,INDSC,INDDI,INBCO,INAUE,INAAB,INDIN,INBMC,INDMB,TUNINDEX20,INPMP
19/08/2014,4666.28,3144.28,2856.18,8597.16,4545.49,3442.3,5180.97,3185.98,1878.64,3630.84,1669.27,1162.48,2405.41,1935.2,
20/08/2014,4680.17,3171.05,2879.89,8721.0,4575.6,3448.24,5193.74,3182.6,1893.72,3626.83,1648.41,1144.31,2397.75,1941.19,
21/08/2014,4711.28,3199.58,2911.93,8633.83,4589.91,3480.42,5245.41,3175.8,1880.21,3627.38,1665.78,1156.03,2397.75,1951.89,
22/08/2014,4699.94,3181.15,2890.33,8694.73,4591.02,3493.67,5270.3,3181.69,1878.57,3632.92,1662.39,1153.95,2399.73,1946.48,
25/08/2014,4691.47,3179.44,2885.84,8770.93,4600.94,3498.68,5276.44,3175.81,1878.85,3625.76,1645.84,1141.07,2396.43,1941.86,
26/08/2014,4700.69,3181.19,2884.57,8844.2,4618.9,3488.57,5265.89,3183.04,1894.16,3641.1,1669.23,1159.11,2388.23,1946.65,
27/08/2014,4691.6,3172.77,2874.99,8876.24,4614.28,3488.64,5266.39,3185.5,1884.61,3644.9,1665.27,1160.06,2384.93,1942.12,
28/08/2014,4684.81,3162.58,2866.19,8814.94,4604.43,3496.35,5284.34,3182.18,1883.49,3646.05,1674.89,1163.78,2380.36,1939.13,
29/08/2014,4682.6,3160.48,2865.92,8736.71,4603.37,3500.8,5287.4,3185.53,1889.78,3646.56,1667.83,1159.88,2381.95,1939.77,
01/09/2014,4679.57,3159.04,2863.36,8741.92,4614.81,3476.11,5243.5,3192.68,1884.87,3686.88,1676.2,1165.61,2369.38,1939.83,
02/09/2014,4663.93,3153.23,2860.85,8744.07,4563.99,3427.92,5174.1,3194.65,1869.03,3665.97,1662.37,1154.89,2371.72,1936.43,
03/09/2014,4662.31,3154.58,2864.13,8653.52,4569.66,3448.25,5211.35,3180.4,1867.11,3649.58,1655.62,1151.79,2370.26,1931.57,
04/09/2014,4662.57,3155.83,2862.02,8758.73,4581.1,3450.56,5208.72,3192.09,1851.27,3673.61,1647.03,1145.53,2362.07,1931.26,
05/09/2014,4665.99,3154.58,2860.63,8771.23,4577.41,3454.6,5223.61,3196.25,1868.89,3662.78,1657.95,1150.27,2349.46,1933.53,
08/09/2014,4651.92,3150.8,2858.11,8785.88,4551.9,3435.08,5194.25,3185.43,1863.7,3655.03,1654.31,1147.09,2315.87,1928.87,
09/09/2014,4657.46,3164.61,2868.83,8857.42,4584.76,3428.62,5191.39,3182.47,1860.98,3654.41,1644.18,1139.91,2320.36,1932.74,
10/09/2014,4647.47,3157.11,2860.41,8863.28,4586.43,3434.83,5196.84,3187.67,1872.46,3666.35,1627.88,1123.7,2320.09,1925.75,
11/09/2014,4643.31,3168.1,2869.38,8902.1,4612.95,3424.76,5177.49,3159.4,1851.73,3649.63,1619.74,1116.26,2312.34,1922.89,
12/09/2014,4622.98,3144.81,2844.97,8932.16,4591.58,3421.12,5171.21,3154.39,1863.74,3642.01,1615.81,1115.03,2321.16,1911.99,
15/09/2014,4616.49,3139.9,2843.02,8894.67,4559.26,3440.84,5206.85,3154.32,1861.93,3644.24,1601.53,1101.46,2334.5,1912.65,
16/09/2014,4603.42,3140.97,2846.33,8910.26,4525.79,3419.77,5177.46,3146.23,1852.46,3641.56,1582.77,1086.7,2315.78,1907.97,
17/09/2014,4606.52,3143.46,2849.67,8930.8,4510.95,3414.72,5172.61,3147.3,1845.36,3644.41,1588.47,1092.0,2316.32,1910.24,
18/09/2014,4601.68,3147.4,2853.52,8907.0,4524.25,3423.78,5187.71,3143.57,1833.34,3641.59,1571.37,1078.39,2302.26,1909.12,
19/09/2014,4609.39,3147.19,2854.29,8957.5,4494.61,3440.72,5220.87,3142.93,1835.93,3649.87,1581.15,1084.58,2323.34,1911.63,
22/09/2014,4604.95,3138.42,2844.8,8949.14,4496.9,3435.96,5219.67,3161.81,1837.56,3679.86,1575.57,1082.01,2309.04,1910.66,
23/09/2014,4627.61,3165.44,2873.13,8963.8,4505.45,3432.3,5212.95,3150.56,1845.75,3661.4,1590.98,1094.25,2309.01,1919.76,
24/09/2014,4622.63,3154.5,2861.52,8979.96,4496.63,3430.32,5208.69,3167.04,1844.11,3694.44,1592.48,1096.07,2311.12,1919.59,
25/09/2014,4622.33,3161.25,2870.11,8974.47,4481.75,3412.93,5188.24,3162.22,1844.11,3695.38,1586.78,1092.81,2299.64,1919.62,
26/09/2014,4597.33,3142.81,2850.44,8997.54,4469.78,3399.99,5183.12,3155.42,1840.84,3685.67,1572.7,1079.69,2278.46,1909.27,
29/09/2014,4584.74,3135.64,2844.37,8914.37,4474.29,3385.17,5163.15,3154.91,1840.84,3683.03,1561.75,1070.29,2271.44,1905.03,
30/09/2014,4580.3,3137.84,2847.73,8870.59,4475.7,3374.05,5146.75,3157.22,1850.68,3686.87,1561.23,1072.2,2248.43,1904.88,
01/10/2014,4581.09,3139.56,2847.62,8942.06,4478.44,3355.3,5107.5,3158.91,1847.13,3690.07,1571.12,1078.66,2224.57,1905.64,
02/10/2014,4579.56,3138.85,2845.17,8899.4,4514.39,3345.96,5088.43,3160.67,1892.74,3684.69,1562.86,1071.83,2253.82,1904.06,
03/10/2014,4585.66,3143.12,2847.89,8943.88,4525.23,3364.75,5118.2,3158.33,1892.74,3675.51,1562.7,1070.89,2257.24,1904.31,
06/10/2014,4595.35,3145.58,2850.58,8909.25,4536.16,3402.07,5175.78,3161.48,1917.97,3677.03,1561.16,1069.82,2271.94,1906.17,
07/10/2014,4596.68,3148.84,2855.74,8899.33,4518.42,3386.71,5149.99,3157.89,1920.73,3672.04,1558.94,1068.26,2284.01,1906.15,
08/10/2014,4593.68,3146.14,2853.2,8942.81,4499.05,3386.48,5141.04,3155.92,1920.73,3672.07,1561.99,1072.62,2263.16,1905.52,
09/10/2014,4597.79,3147.39,2858.08,8924.1,4459.27,3370.69,5129.76,3166.7,1902.32,3692.61,1572.15,1082.67,2255.27,1907.97,
10/10/2014,4606.25,3154.64,2862.43,8953.41,4495.79,3392.78,5165.29,3156.12,1922.54,3678.66,1570.56,1079.32,2286.25,1909.07,
13/10/2014,4610.48,3157.21,2862.53,8988.78,4519.47,3399.87,5166.82,3152.5,1927.09,3671.26,1573.83,1083.6,2282.66,1906.69,
14/10/2014,4614.02,3158.62,2865.21,8991.71,4503.5,3397.92,5172.03,3156.96,1907.15,3688.05,1578.04,1086.61,2280.46,1907.79,
16/10/2014,4613.85,3163.58,2872.03,8940.52,4501.6,3385.03,5146.45,3149.93,1920.29,3680.48,1570.78,1079.87,2290.36,1905.08,
17/10/2014,4609.0,3156.98,2864.09,8952.78,4507.48,3380.28,5137.2,3153.41,1925.73,3674.22,1572.55,1075.42,2290.36,1905.11,
20/10/2014,4604.24,3158.44,2865.27,8965.1,4508.86,3388.07,5156.45,3147.24,1920.8,3678.58,1551.53,1060.51,2302.24,1905.15,
21/10/2014,4609.71,3166.44,2874.68,8991.56,4491.04,3378.14,5145.22,3161.5,1940.45,3681.71,1544.49,1056.55,2291.53,1910.99,
22/10/2014,4601.7,3161.0,2870.76,8933.11,4483.91,3368.1,5129.5,3166.19,1945.62,3687.36,1540.52,1049.6,2277.33,1906.53,
23/10/2014,4607.16,3142.29,2847.79,8944.56,4514.47,3366.68,5130.03,3250.75,1945.62,3816.28,1536.19,1047.41,2280.15,1910.62,
27/10/2014,4678.26,3174.69,2876.73,9099.41,4546.17,3400.84,5180.44,3360.18,2002.47,3963.3,1564.89,1070.09,2304.39,1946.87,
28/10/2014,4754.43,3215.61,2915.71,9137.51,4605.7,3391.31,5162.11,3496.59,2076.08,4154.24,1586.77,1085.86,2310.32,1985.25,
29/10/2014,4743.81,3218.29,2916.02,9100.03,4652.0,3433.19,5231.47,3429.11,2070.33,4050.83,1585.29,1088.52,2299.26,1977.12,
30/10/2014,4816.56,3259.62,2956.01,9280.33,4657.85,3466.38,5278.45,3557.11,2069.04,4247.4,1585.5,1086.88,2307.91,2014.42,
31/10/2014,4903.1,3316.08,3013.71,9275.19,4707.68,3461.37,5258.82,3720.7,2081.59,4454.63,1580.62,1081.87,2309.89,2066.7,
03/11/2014,4969.0,3333.82,3027.69,9357.25,4750.2,3511.33,5341.3,3857.36,2123.63,4615.27,1603.66,1100.05,2309.29,2097.77,
04/11/2014,4974.48,3346.69,3036.52,9357.25,4817.67,3503.1,5330.29,3847.28,2105.84,4602.25,1601.79,1097.25,2308.89,2102.36,
05/11/2014,4996.64,3351.52,3043.75,9319.71,4804.09,3506.09,5339.58,3911.43,2088.67,4708.02,1605.77,1101.44,2302.34,2116.43,
06/11/2014,5014.32,3360.63,3053.51,9318.57,4805.36,3505.28,5335.52,3971.05,2085.9,4803.04,1596.55,1095.61,2284.31,2128.19,
07/11/2014,4999.91,3343.57,3035.1,9335.09,4799.98,3510.41,5346.87,3978.08,2043.84,4821.57,1585.99,1086.87,2280.25,2123.56,
10/11/2014,4990.07,3337.79,3031.13,9241.07,4799.52,3502.59,5338.79,3979.8,2065.72,4826.14,1570.65,1073.76,2283.78,2118.93,
11/11/2014,4972.04,3330.07,3023.18,9279.3,4781.91,3496.04,5330.7,3960.53,2084.82,4792.69,1552.25,1057.28,2269.75,2108.83,
12/11/2014,4978.55,3334.86,3024.84,9372.83,4799.29,3523.93,5360.04,3933.15,2148.5,4739.97,1567.25,1069.11,2285.0,2108.37,
13/11/2014,4934.06,3319.06,3010.04,9294.65,4794.04,3501.75,5339.25,3835.18,2102.28,4608.21,1555.37,1059.08,2293.76,2082.23,
14/11/2014,4904.42,3323.74,3010.46,9409.09,4819.96,3483.19,5312.8,3748.19,2093.0,4489.78,1535.4,1041.78,2265.35,2065.98,
17/11/2014,4911.48,3315.46,3000.11,9448.49,4826.42,3489.24,5327.24,3793.9,2066.14,4544.92,1535.22,1040.14,2267.26,2070.6,
18/11/2014,4913.86,3313.06,3000.85,9292.85,4831.59,3493.25,5326.68,3812.18,2053.61,4573.19,1535.06,1038.06,2261.09,2073.56,
19/11/2014,4911.42,3309.36,2997.33,9286.91,4827.05,3502.24,5335.94,3806.24,2054.29,4583.14,1538.29,1039.24,2261.97,2070.92,
20/11/2014,4937.27,3322.76,3005.99,9554.76,4819.06,3494.73,5327.34,3870.25,2063.86,4674.34,1532.91,1039.54,2265.2,2083.92,
21/11/2014,4971.37,3349.05,3032.4,9578.46,4838.23,3498.91,5341.64,3892.27,2102.68,4698.05,1549.99,1051.17,2258.61,2096.78,
24/11/2014,4996.9,3363.62,3048.68,9534.43,4845.07,3510.92,5351.79,3898.01,2099.76,4701.81,1584.25,1076.34,2253.35,2108.22,
25/11/2014,4996.97,3378.12,3067.51,9362.06,4857.94,3474.63,5298.5,3895.46,2073.52,4715.8,1566.17,1065.88,2263.28,2105.91,
26/11/2014,4976.69,3333.49,3019.11,9366.3,4859.51,3469.6,5283.33,3970.53,2057.61,4830.44,1552.69,1050.64,2252.24,2099.97,
27/11/2014,4981.07,3350.41,3035.92,9414.32,4863.71,3469.23,5282.71,3940.46,2041.19,4788.56,1555.01,1054.82,2247.89,2099.81,
28/11/2014,4969.76,3343.74,3026.38,9446.56,4885.18,3467.16,5282.15,3915.95,2052.04,4746.57,1553.64,1051.11,2239.77,2090.61,
01/12/2014,4967.93,3348.29,3028.38,9524.0,4899.65,3490.1,5326.5,3894.03,2053.8,4710.58,1547.26,1049.44,2248.53,2090.56,
02/12/2014,4962.13,3337.63,3014.85,9554.06,4917.38,3474.11,5295.45,3904.45,2063.39,4724.71,1546.74,1048.52,2263.7,2087.47,
03/12/2014,4978.14,3346.97,3025.82,9536.33,4911.07,3476.58,5303.77,3930.62,2074.53,4763.91,1548.56,1049.99,2273.51,2096.34,
04/12/2014,4981.97,3350.12,3031.96,9435.72,4906.53,3489.24,5327.94,3921.17,2060.58,4751.02,1552.24,1051.77,2278.46,2094.07,
05/12/2014,4981.27,3355.54,3035.69,9539.19,4901.65,3487.49,5327.0,3913.77,2130.49,4727.06,1549.7,1048.91,2266.23,2093.09,
08/12/2014,4968.45,3353.57,3032.55,9573.03,4904.6,3475.26,5302.46,3887.94,2101.95,4697.65,1544.0,1044.42,2263.74,2084.91,
09/12/2014,4949.96,3335.63,3015.91,9445.73,4908.76,3478.26,5314.6,3886.3,2089.07,4696.11,1540.16,1040.34,2256.2,2079.11,
10/12/2014,4933.08,3332.02,3015.58,9400.03,4875.02,3479.65,5318.19,3838.42,2060.18,4626.73,1534.08,1034.55,2270.86,2072.36,
11/12/2014,4932.52,3336.35,3017.24,9471.04,4892.85,3475.37,5314.1,3830.9,2037.86,4617.51,1531.16,1032.8,2268.73,2072.03,
12/12/2014,4932.04,3327.82,3009.92,9388.15,4894.12,3463.5,5300.37,3842.66,2073.09,4626.96,1534.99,1035.72,2275.61,2071.95,
15/12/2014,4949.58,3335.45,3013.56,9517.85,4914.68,3467.98,5306.6,3863.95,2065.39,4670.77,1553.35,1046.16,2273.69,2082.25,
16/12/2014,4957.26,3334.94,3014.26,9477.16,4910.85,3474.42,5316.51,3871.49,2092.42,4669.71,1562.29,1048.24,2283.57,2083.78,
17/12/2014,5007.39,3358.4,3038.31,9473.54,4929.46,3518.42,5381.65,3936.19,2116.76,4760.44,1586.41,1065.67,2284.33,2107.49,
18/12/2014,5080.48,3407.43,3082.76,9549.7,5020.38,3539.46,5411.51,4022.57,2159.14,4861.23,1613.32,1093.53,2285.6,2144.47,
19/12/2014,5110.99,3429.76,3102.61,9608.15,5059.52,3559.49,5443.86,4041.98,2162.84,4863.64,1628.41,1103.6,2284.68,2161.03,
22/12/2014,5141.85,3444.49,3116.39,9625.48,5082.7,3581.88,5474.55,4080.21,2184.02,4911.72,1643.59,1112.51,2304.42,2173.61,
23/12/2014,5091.58,3419.06,3085.88,9706.82,5097.95,3572.31,5465.05,4014.63,2158.06,4821.14,1614.91,1090.57,2294.5,2145.74,
24/12/2014,5073.43,3402.72,3071.09,9638.63,5081.23,3558.93,5452.59,4022.62,2160.13,4830.47,1599.22,1076.68,2294.47,2138.2,
25/12/2014,5080.83,3406.24,3071.74,9706.35,5102.22,3557.29,5448.18,4039.09,2163.66,4858.2,1594.41,1072.09,2300.99,2141.98,
26/12/2014,5089.77,3413.92,3081.31,9686.09,5091.39,3571.79,5473.62,4046.45,2158.62,4874.53,1592.76,1073.32,2292.62,2148.76,
29/12/2014,5095.36,3428.87,3096.65,9662.64,5109.91,3555.19,5449.39,4034.79,2165.72,4867.89,1592.22,1071.79,2285.87,2151.66,
30/12/2014,5109.01,3440.6,3111.01,9623.68,5099.44,3564.22,5460.55,4054.62,2171.06,4893.5,1585.65,1065.54,2278.75,2159.47,
31/12/2014,5089.99,3441.57,3115.76,9615.8,5051.47,3572.7,5479.35,4016.12,2142.67,4861.5,1557.31,1051.04,2275.29,2149.76,
02/01/2015,"5107,86","3446,08","3114,94","9795,94","5070,75","3627,68","5564,86","4033,45","2164,82","4861,93","1557,66","1047,99","2285,44","2155,27","1319,36"
05/01/2015,"5109,65","3464,49","3134,12","9731,46","5101,04","3618,15","5555,88","4023,23","2142,43","4852,02","1538,61","1029,76","2257,12","2156,66","1315,8"
06/01/2015,"5087,65","3452,93","3121,59","9666,33","5122,97","3600,06","5524,84","3998,7","2139,13","4835,64","1529,94","1024,64","2244,81","2145,7","1284,93"
07/01/2015,"5080,01","3455,15","3123,49","9645,82","5136,4","3583,03","5487,95","4003,84","2108,53","4831,62","1506,24","1005,68","2243,99","2140,57","1309,77"
08/01/2015,"5052,03","3433,98","3103,56","9654,69","5093,73","3565,2","5467,49","3995,61","2100,34","4829,69","1485,08","991,88","2230,08","2129,94","1295,28"
09/01/2015,"5052,77","3424,49","3101,65","9442,21","5049,01","3563,6","5461,63","4042,4","2113,44","4912,93","1481,03","987,31","2193,84","2129,53","1270,86"
12/01/2015,"5119,32","3448,31","3120,9","9607,91","5083,34","3562,29","5453,11","4180,73","2127,93","5116,08","1503,59","1008,04","2209,7","2163,3","1271,43"
13/01/2015,"5119,98","3448,52","3121,6","9555,16","5094,03","3555,1","5444,27","4168,61","2108,71","5115,02","1514,77","1015,55","2218,19","2162,92","1248,82"
15/01/2015,"5100,58","3451,71","3124,05","9625,63","5084,63","3534,47","5415,77","4144,46","2069,89","5064,53","1481,36","994,14","2185,47","2155,29","1280,1"
16/01/2015,"5138,05","3444,32","3121,23","9393,78","5089,49","3518,02","5390,41","4248,57","2101,99","5178,59","1522,1","1023,71","2206,12","2176,99","1337,2"
19/01/2015,"5143,07","3439,71","3117,14","9379,36","5081,99","3527,27","5397,45","4270,52","2101,16","5211,47","1524,18","1026,23","2207,96","2175,82","1336,94"
20/01/2015,"5155,42","3444,94","3115,71","9555,72","5121,35","3519,52","5394,64","4322,41","2100,29","5302,84","1506,27","1010,23","2206,01","2182,96","1314,6"
21/01/2015,"5152,36","3446,89","3117,9","9516,04","5133,12","3491,46","5350,14","4345,17","2112,03","5317,59","1483,33","994,27","2191,49","2183,11","1342,14"
22/01/2015,"5146,8","3433,77","3106,57","9433,98","5121,3","3490,7","5348,9","4361,84","2121,86","5323,36","1476,39","989,33","2200,5","2182,52","1369,98"
23/01/2015,"5158,14","3450,32","3120,2","9471,71","5166,79","3485,25","5330,48","4347,78","2115,84","5294,6","1486,58","997,24","2204,34","2186,16","1383,68"
26/01/2015,"5154,95","3460,93","3133,05","9412,06","5167,1","3479,85","5331,86","4326,67","2099,98","5260,24","1476,04","988,77","2198,54","2185,43","1391,89"
27/01/2015,"5157,06","3454,65","3125,11","9438,66","5174,3","3472,11","5319,16","4357,37","2147,8","5285,88","1473,06","988,05","2179,08","2183,41","1413,39"
28/01/2015,"5151,58","3456,14","3127,62","9405,05","5172,93","3465,52","5309,14","4344,81","2147,8","5271,82","1460,36","978,63","2193,9","2179,82","1406,12"
29/01/2015,"5203,19","3469,1","3136,91","9548,99","5190,2","3468,86","5311,06","4486,32","2169,09","5457,92","1459,4","978,23","2175,64","2207,8","1439,33"
30/01/2015,"5219,94","3484,21","3154,8","9525,22","5176,43","3466,62","5298,06","4495,72","2174,82","5471,13","1470,34","982,59","2173,97","2220,14","1439,28"
02/02/2015,"5271,81","3519,69","3192,55","9485,24","5196,38","3493,59","5351,79","4554,66","2177,28","5543,03","1476,68","985,87","2176,73","2244,99","1463,39"
03/02/2015,"5272,26",3530,"3200,07","9545,81","5226,25","3522,49","5404,89","4527,83","2203,82","5506,43","1462,28","977,49","2178,17","2242,84","1452,71"
04/02/2015,"5257,89","3525,89","3204,54","9429,26","5141,52","3517,47","5397,3","4497,53","2195,89","5473,21","1460,72","978,78","2164,87","2239,36","1435,78"
05/02/2015,"5290,46","3528,72","3211,16","9434,44","5090,49","3510,23","5385,41","4606,6","2192,04","5625,68","1454,14","971,79","2170,65","2258,84","1451,29"
06/02/2015,"5280,43","3518,38","3196,21","9424,14","5146,33","3512,55","5388,56","4599,74","2227,32","5622,91","1453,14","968,51","2181,05","2249,72","1432,02"
09/02/2015,5283,"3541,97","3222,69","9387,03","5144,07","3494,17","5361,81","4545,31","2316,46","5537,31","1466,22","973,78",2177,"2245,75","1420,91"
10/02/2015,"5305,63","3564,3","3247,43","9420,39","5123,98","3486,68","5349,91","4541,45","2294,87","5545,41","1497,71","997,7","2169,13","2259,4","1403,48"
11/02/2015,"5333,49","3592,97","3272,53","9453,79","5193,26","3487,98","5349,54","4549,26","2286,41","5566,28","1504,35","1001,37","2186,6","2269,86","1390,49"
12/02/2015,"5322,25","3594,22","3272,72","9574,15","5169,51","3474,03","5323,49","4532,12","2251,39","5546,72","1481,27","982,4","2190,59","2264,13","1388,61"
13/02/2015,"5333,27","3603,99","3283,7","9589,85","5158,27","3493,62","5354,99","4530,32","2240,73","5541,49","1482,21",982,"2178,37","2268,75","1394,96"
16/02/2015,"5346,44","3612,36","3292,7","9566,47","5166,27","3496,59","5359,88","4543,08","2246,49","5559,38","1490,19","986,86","2178,36","2275,77","1395,37"
17/02/2015,"5337,49","3601,96","3279,14","9560,61","5200,54","3478,8","5329,89","4549,14","2242,94","5561,62","1488,61","986,99","2179,12","2273,37","1406,87"
18/02/2015,5319,"3575,21","3251,55","9543,03","5189,28","3483,21","5336,33","4554,74","2188,55","5575,79","1490,22","988,37","2179,12","2268,82","1409,07"
19/02/2015,"5310,13","3568,05","3246,49","9423,54","5191,73","3471,93","5314,28","4550,6","2182,53","5574,51","1485,79","983,46","2178,86","2262,19","1402,61"
20/02/2015,"5313,92","3563,72","3246,51","9254,93","5181,8","3482,69","5335,1","4565,56","2162,29","5598,31","1494,02","989,4","2164,3","2267,25","1404,32"
23/02/2015,"5329,76","3558,02","3242,74","9139,88","5186,58","3446,82","5277,78","4648,45","2146,72","5717,51","1493,4","991,41","2168,26","2277,06","1413,52"
24/02/2015,"5345,6","3573,48","3261,71","9066,09","5178,57","3431,2","5258,85","4669,43","2157,12","5746,68","1492,22","991,62","2168,26","2286,79","1414,38"
25/02/2015,"5355,77","3576,7","3262,23","9140,86","5194,96","3428,02","5247,83","4710,78","2142,38","5810,34","1481,38","980,88","2159,6","2293,34","1413,79"
26/02/2015,"5419,33","3597,69","3280,75","9141,89","5251,62","3408,24","5221,69","4877,43","2119,96",6063,"1475,84","976,25","2153,44","2326,45","1409,67"
27/02/2015,"5442,26","3622,07","3302,95",9149,"5305,54","3344,23",5117,"4916,27","2120,24","6122,8","1469,56","974,41","2168,47","2335,56","1406,09"
02/03/2015,"5436,87","3622,5","3299,24","9231,42","5325,08","3356,9","5135,17","4891,97","2126,81","6064,22","1468,57","971,94","2191,59","2327,6","1440,57"
03/03/2015,"5384,43","3617,45","3293,44","9215,03","5347,12","3341,02","5112,26","4750,49","2120,24","5854,73","1463,86","967,81","2187,65","2302,65","1441,52"
04/03/2015,"5329,45","3616,71","3290,59","9195,05","5382,24","3315,18","5073,01","4583,41","2103,84","5608,69","1462,26","966,78","2192,39","2277,61","1442,33"
05/03/2015,"5349,78","3625,56","3301,71","9200,99","5358,17","3349,95","5120,61","4604,94","2103,84","5649,73","1466,14","972,18","2206,06","2285,58","1427,82"
06/03/2015,"5358,36","3624,26","3296,95","9212,5","5401,29","3323,46","5096,71","4643,02","2084,45","5688,69","1471,55","973,24","2201,9","2288,76","1459,78"
09/03/2015,"5375,91","3638,22","3310,9","9234,29","5409,12","3330,34","5111,16","4663,94","2099,46","5720,58","1468,43","970,93","2203,88","2296,27","1455,2"
10/03/2015,"5353,08","3639,87","3311,33","9101,64","5471,45","3357,08","5167,67","4595,02","2103,29","5612,93","1454,5","958,91","2177,16","2284,01","1463,09"
11/03/2015,"5361,11","3640,28","3312,28","9224,53","5423,96","3351,51","5162,34","4616,9","2105,22","5641,15","1451,19","956,3","2215,67","2289,68","1469,41"
12/03/2015,"5380,29","3644,23","3311,57","9264,65","5479,95","3342,41","5147,4","4670,56","2127,64","5696,3","1452,3","958,02","2226,58","2298,94","1503,49"
13/03/2015,"5369,91","3640,77","3308,04","9188,65","5502,16","3335,17","5135,52","4665,88","2100,31","5691,27","1443,75","950,54","2197,6","2297,96","1506,24"
16/03/2015,"5363,36","3642,91","3304,82","9248,51","5559,61","3349,11","5161,55","4637,28","2086,38","5654,3","1438,16","946,17","2209,92","2293,34","1500,55"
17/03/2015,"5369,41","3653,83","3315,96","9241,11","5570,53","3340,33","5143,98","4634,99","2130,89","5648,12","1439,64","947,5","2195,44","2292,76","1495,53"
18/03/2015,"5236,52","3585,37","3256,77","8994,31","5449,46","3281,5","5057,54","4451,11","2068,33","5409,85","1397,45","918,91","2172,89","2233,21","1454,16"
19/03/2015,"5311,16",3616,"3281,41","9153,21","5513,41","3333,45","5142,81","4566,29","2085,26","5574,57",1422,"933,49","2182,79","2266,88","1460,19"
23/03/2015,"5327,58","3615,9","3277,06","9180,82","5563,42","3298,22","5081,17","4606,41","2096,19","5623,7","1454,45","959,66","2172,96","2274,17","1474,33"
24/03/2015,"5299,54","3611,86","3274,96","9103,11","5557,71","3288,2","5068,94","4535,61","2100,03","5527,07","1446,99","954,31","2177,28","2259,3","1460,26"
25/03/2015,"5315,02","3608,43","3268,26","9139,78","5587,46","3285,8","5065,65","4593,3","2094,56","5615,42","1446,66","953,9","2174,1","2264,63","1456,93"
26/03/2015,"5311,27","3604,37","3264,08","9096,99","5598,95","3289,28","5070,83","4591,67","2091,61","5613,22","1444,29","954,31","2175,19","2263,39","1457,21"
27/03/2015,"5318,13","3607,88","3264,7","9085,27","5646,72","3306,9","5096,6","4595,65","2088,02","5606,52","1444,62","954,94","2190,73","2266,09","1478,02"
30/03/2015,"5327,78","3620,77","3281,32","9096,99","5604,68","3311,66","5106,93","4580,65","2090,46","5603,03","1458,97","964,05","2185,93","2271,1","1447,67"
31/03/2015,"5312,73","3611,2","3272,35","9167,56","5562,88","3272,73","5043,02","4577,18","2082,61","5613,93","1453,62","960,77","2189,84","2263,4","1423,8"
01/04/2015,"5315,37","3596,85","3256,86","9179,66","5559,42","3313,71","5109,63","4614,12","2083,99","5654,72","1451,44","959,13","2168,19","2270,47","1445,75"
02/04/2015,"5340,86","3598,68","3261,66","9138,76","5533,4","3315,08","5112,4","4699,52","2093,66","5757,59","1447,27","955,48","2152,99","2284,81","1481,49"
03/04/2015,"5347,95","3603,08","3267,51","9142,04","5516,81","3280,61","5053,71","4726,68","2083,84","5753,69","1441,73","951,19","2164,53","2291,25","1553,86"
06/04/2015,"5343,32","3596,51","3262,94","9105,8","5493,92","3261,11","5028,81","4750,79","2090,09","5766,99","1432,13","944,35","2156,26","2291,46","1588,26"
07/04/2015,"5384,93","3610,8","3280,71","9069,32","5472,56","3279,18","5062,66","4847,73","2099,92","5916,14","1426,7","940,75","2143,94","2312,22","1577,54"
08/04/2015,"5364,27","3609,9","3275,6","9144,09","5505,9","3265,33","5037,29","4791,08","2092,01","5865,44","1423,5","939,34","2154,14","2296,4","1526,25"
10/04/2015,"5379,3","3610,85","3271,66","9212,42","5552,5","3287,91","5078,17","4816,79","2087,09","5904,06","1428,28","940,34","2181,21","2303,75","1526,49"
13/04/2015,"5389,04","3597,01","3255,11","9346,7","5531,33","3258,82","5031,07","4884,09","2077,34","6025,33","1449,04","959,03","2163,77","2312,01","1494,37"
14/04/2015,"5406,25","3602,5","3255,87","9435,25","5574,03","3246,5","5018,2","4915,73","2078,98","6052,95","1461,46","968,65","2192,26","2322,45","1524,73"
15/04/2015,"5436,2","3608,99","3258,83","9628,91","5566,63","3270,99","5055,9","5001,14","2046,36","6191,05","1452,59","961,48","2174,07","2336,42","1513,39"
16/04/2015,"5413,75","3623,16","3266,88","9839,63","5597,74","3266,77","5048,46","4874,41","2035,14","5996,61","1465,67","970,18","2188,73","2325,26","1526,19"
17/04/2015,"5405,49","3618,66","3261,86","9858,53","5593,95","3276,69","5064,35","4857,31","2049,68","5976,22","1459,64","964,04","2198,63","2323,81","1515,22"
20/04/2015,"5399,32","3620,34","3262,39","9885,68",5603,"3283,99","5079,88","4817,25","2047,55","5905,12","1472,55","973,22","2197,49","2320,54","1534,29"
21/04/2015,"5422,27","3625,36","3268,37","9901,36","5589,59","3301,16","5107,14","4868,96","2055,91","5976,03","1475,47",974,2202,"2329,15","1541,67"
22/04/2015,"5442,23","3632,14","3277,31","9916,15","5561,36","3389,05","5245,36","4902,45","2075,88","6029,16","1455,03","956,21","2186,78","2338,1","1531,89"
23/04/2015,"5478,64","3632,79","3278,91","9922,39","5546,71","3406,5","5271,51","5005,03","2073,97","6160,11","1449,45","951,25","2219,76","2354,32","1565,97"
24/04/2015,"5481,03","3636,53","3283,12","9915,44","5546,22","3446,68","5344,69","4986,1","2078,6","6128,67","1449,67","952,36","2215,25","2354,61","1570,35"
